brandname,pid,pname,age,tags,repurchased,like_c,concern_list,skin_type,score,date,text
라네즈,1888322,워터베이스 CC크림 SPF 36 PA++,24,['촉촉한'],1,0,"각질,잡티,민감성",건성,5,2017-02-07,라네즈 cc크림 피부 자체가 화장이 잘 안먹는 체질인데 뜨지도 않고 흡수가 잘되서 좋았네요 단점은 잡티가 잘 커버되지않는다는 단점이 있네요 #촉촉한 
라네즈,1888322,워터베이스 CC크림 SPF 36 PA++,21,"['쌩얼', '커버력없음', '광', '촉촉', '베이스대용']",1,0,건조함,건성,4,2017-02-07,매일매일쓰기 편한 씨씨크림이에요. 촉촉하게발리고 밀리지도 않아서 베이스로도 자주쓰고요 귀찮을때는 얘만바르고 화장하고 나가요 커버력은 하나도 없고 피부를 화사하게 해주는 효과만있는 제품이에요 #쌩얼 #커버력없음 #광 #촉촉 #베이스대용
라네즈,1888322,워터베이스 CC크림 SPF 36 PA++,38,"['자연스러운', '촉촉한']",0,0,"모공,잡티,트러블",복합성,3,2017-01-24,"#자연스러운 #촉촉한 
톤업에 자외선차단 기능 포함되어 이거 하나만 발라도 되는 편리함.  
피부에 겉도는 느낌이 있고 덧바르면 왜인지모르지만 화장이 밀린다.
이 정도 기능에 이 가격은 비쌈.  
그냥 이거 하나만 바르고 잠깐 나갈 때 민낯느낌으로 사용.
이 위에 덧바르면 밀리고 뜨는 현상이 있음.
파운데이션과 섞어 바르면 자연스러움."
라네즈,1888322,워터베이스 CC크림 SPF 36 PA++,25,"['자연스러운', '톤보정', '발림성좋은', '화사한', '촉촉한']",0,0,"각질,건조함",건성,3,2016-10-20,#자연스러운 #톤보정 #발림성좋은 #화사한 #촉촉한 얼마전에 선물받았는데 꽤 괜찮은 제품! 저는 피부화장할때 커버력보단 자연스러운 톤보정효과를 원해서 촉촉하고 좋았어요~ 파데 전에 베이스로 깔아줘도 좋을듯! 커버력은 0에가까워요
페리페라,6066121,페리스 밀크 블러 크림,14,['추천템'],0,0,"피부톤,피지과다",복합성,4,2018-05-23,톤업도 잘되고 발림성 좋음! #추천템 
페리페라,6066121,페리스 밀크 블러 크림,27,['자연스러운'],0,1,"모공,잡티,피지과다",복합성,4,2017-12-26,"데일리로 사용하기 좋아요.
향은 베이비하우더 향이 나고 발림성이 아주 좋아요. 수분크림의 제형으로 끈적임없이 보송하게 마무리됩니다. 피부에 자극, 트러블 없이 사용감도 좋지만 시간이 지나면 얼룩이 생기는 느낌을 받았어요.
메이크업을 급하게 끝내야하거나 목에 파운데이션 얹기 좀 부담되시는 분들 톤업할 때 유용하게 사용하실 것 같아요. 밀착력은 좋아서 그래도 잘 묻어나진 않아서 좋았어요. #자연스러운 "
페리페라,6066121,페리스 밀크 블러 크림,23,['자연스러운'],0,0,"모공,각질,트러블",복합성,4,2017-05-29,"화장하기 귀찮은날 미백크림을 애용하는편이라 여러 미백크림 써봤는데 무난하고 괜찮은듯 싶어요
발림은 잘 발리고 자연스럽게 톤업 잘 돼요 기초 제대로 안하면 건조해요 용량이 너무 적은게 단점 #자연스러운 "
페리페라,6066121,페리스 밀크 블러 크림,26,[],0,0,"잡티,건조함,트러블",복합성,2,2017-02-19,들뜸이 있어서 별로였음...
이니스프리,6764,세럼 CC 크림 커버 SPF 35 PA++,22,"['뷰티템연말정산', '변비색깔']",0,0,"건조함,피부톤",복합성,2,2017-01-06,"누런색
그냥 누런색 엄마꺼 훔쳐바른것 같은색
Cc는 내피부에 맞춰진다 그래서 샀는데 누렁누렁....
한  이주동안 화장실 못간애 같아요
#뷰티템연말정산 #변비색깔"
이니스프리,6767,리얼 스킨 컬러 컨트롤 크림 SPF30 PA++,27,['비추템'],0,0,"피부톤,민감성,트러블",건성,2,2017-11-30,"인위적으로 하얗게 만들어줘서
달걀귀신으로 만들어주길래
클렌징 다시 하고 다른 제품 발랐네요ㅡㅡ

조금만 바르든 조금 더 바르든
색상이 너무 인위적이예요.

얼굴 많이 하얘지고 싶으시면 이 제품 구입 의향 생기실텐데 직접 매장 가셔서 테스트 해보시고 구입하시길 권해드립니다. #비추템 "
이니스프리,6767,리얼 스킨 컬러 컨트롤 크림 SPF30 PA++,20,"['inmypouch', '자연스럽게', '추천템', '화사', '톤보정']",1,0,"모공,잡티,트러블",복합성,4,2016-09-09,"#inmypouch 처음으로 베이스를 산게  이cc였는데 티안나게 얼굴이 하얘지고 
얘들도 다  뭐발랐냐고 하고  다쓰고 또재구매해서  쓰는중! 근데  뚜껑이  조금  분리되서  아쉬웠지만  빈공병에  짜서  휴대용으로 들고다니는중!
#자연스럽게#추천템#화사#톤보정"
비오템,5943497,아쿠아수르스 수분 플럼핑 CC 크림,28,"['입문자용', '촉촉한', '봄준비해봄', '자연스러운']",0,0,"모공,민감성,트러블",복합성,5,2017-03-10,"일단 사용감이 가볍고 편해 베메 입문자들인 신입생들에게 추천해요.
제가 그랬거든요.
안색이 아주 자연스럽게 환해지지만 커버감은 cc니까 
그리 높지 않아요. 그래서 저는 컨실러 등으로 한번더 보정해요
갓 스무살에 맞게 천천히 스킬을 늘려갈수록 활용할수 있을거에요..파릇파릇한 
#입문자용 #촉촉한  #봄준비해봄 #자연스러운 "
비오템,5943497,아쿠아수르스 수분 플럼핑 CC 크림,30,"['자연스러운', '촉촉한', '톤보정', '오나의평생템']",0,0,"모공,피부톤",복합성,5,2016-11-24,샘플 써보고 좋아서 구매함. 진짜 소량으로 넓고 얊게 발리고 커버력 보다는 자연스럽게 안색 보정이 됨. 촉촉해서 쓸만함. 피부 좋아보임. 운동가는데 생얼로 가긴 싫을 때 샤샤샥 바르고 나감. #자연스러운 #촉촉한 #톤보정 #오나의평생템 
헤라,33030,CC크림 SPF35 PA++,38,"['인생템', '추천템', '자연스러운']",0,1,"모공,잡티,트러블",복합성,5,2018-02-10,"#인생템 #추천템 #자연스러운
그냥 슥슥 바르고 나갈때.. 이만한게 또없어요 색상도 자연스럽고 자차도되고 커버력도 어느정도있어서 피부가 좋아보입니다 저한테는 에스케이투보다 훨씬 좋았어요 에스케이투에 비하면 싸지만 그래도 비싸긴 하네요ㅠ 완전 인생템 ㅠ♡"
헤라,33030,CC크림 SPF35 PA++,23,[],0,0,"모공,잡티,트러블",복합성,5,2017-09-30,"요즘 이거랑 헤라 블랙쿠션만 씁니다.... 진짜 너무 좋아요 
제가 주근깨가 조금 있는 편인데 커버력도 잘되구 ㅠㅠㅠ 제가 써본 cc크림중에서 젤 커버잘되구 발랐을 때 되게 자연스러워요!!! 피부톤이랑 잘 어울어진다고 표현하는게 맞는 것 같네요!! 그리구 바르고 나서 적당히 보송한 느낌..? 너무 건조할 정도로 보송한게 아니고 기름지지않게 그냥 보송~ 한 느낌이에요 ㅎㅎㅎ
인생템이에요 진짜 추천해요!!!!!"
헤라,33030,CC크림 SPF35 PA++,39,"['커버력좋은', '촉촉한', '추천템']",1,1,"모공,잡티,피부톤",복합성,4,2017-09-27,"샘플로 먼저 써보고 좋아서 정품으로 구매했어요.  제 피부가 약간 붉그스름하고
모공도 있고 여드름 자국이 있어서 평소에는 파운데이션을 많이 바르는 편인데
그러면 항상 많이 뭉치기도 하고 화장도 두꺼워져서 갑갑했거든요;;
헤라 CC크림은 얇게 몇번 펴바르면 커버력도 좋고 촉촉하고 광택있는 피부표현에
좋은것 같아 추천합니다~! #커버력좋은 #커버력좋은 #촉촉한 #추천템 "
헤라,33030,CC크림 SPF35 PA++,17,"['인생템', '커버력좋은']",1,0,"모공,트러블,피지과다",복합성,5,2017-09-26,"그전에 헤라 쿠션살때 워낙 별로였어서 살까말까 고민하다 한통 잘 쓰고 벌써 두통 째 쓰는중!!
저는 컨실러 바르기 전에 요걸로 톤 보정도 할겸 잡티도 가려줄겸 베이스로 잘 활용하고 있는 제품이에요.
커버력도 웬만하고 피부표현이 매끈하게 되서 제가 굉장히 좋아하는 타입인것 같아용 #인생템 #커버력좋은"
헤라,33030,CC크림 SPF35 PA++,27,[],1,0,"모공,민감성,트러블",복합성,5,2017-09-21,"살짝 무거운감이있지만, 피부표현깔끔하게되요~!"
헤라,33030,CC크림 SPF35 PA++,29,"['지속력좋은', '커버력좋은', '자연스러운', '촉촉한', '인생템', '추천템']",1,1,"잡티,건조함,피부톤",건성,5,2017-09-20,"내 피부에 유수분밸런스 가장 잘 잡아주는 제품 ♥ 
3년째 사용중 !!!! 새로운거 한번씩 사서 사용하다가도
결국 다시 돌아오게 만드는 헤라 CC크림 ♥ 

촉촉하고 자연스럽게 커버하면수 지속력도 좋은 !!! 
CC크림 추천해요 ㅎㅎㅎ #지속력좋은 #커버력좋은 #자연스러운 #촉촉한 #인생템 #추천템 "
헤라,33030,CC크림 SPF35 PA++,30,[],1,0,"모공,주름,피부톤",지성,3,2017-08-31,"약간 누런톤인데 CC같지않고 파데스타일의 cc에요
아침에 바르고 회사출근하고 점심에 한번더 발라주면 
괜찮습니당"
헤라,33030,CC크림 SPF35 PA++,28,[],1,5,"모공,피부톤,민감성",복합성,5,2017-07-17,"CC크림 처음 사용해봤는데 데일리로 쓰기에 정말 좋은 아이템이에요.
평소에 메이크업을 잘 하지 않는 편이라 가볍게 cc크림만 바르고 다니는데,
적당히 잡티 가려주면서 화사해지는 효과가 있어 데일리용으로 딱 좋아요! 

# 자연스러운 # 데일리 # 인생템"
헤라,33030,CC크림 SPF35 PA++,23,[],1,0,"건조함,민감성,트러블",건성,4,2017-06-16,"3통째 쓰고있는데 cc중에서는 제일 좋은거같아요!
커버력은 그닥인데 민감성인 피부에 트러블안나서 계속 쓰고있어요 바르고 좀 지나면 피부톤 화사해지고 좋아요!"
헤라,33030,CC크림 SPF35 PA++,29,[],1,0,"모공,잡티,트러블",복합성,5,2017-05-20,"이거진짜3통째인데
너무좋아요
왠만한것보다
더짱짱"
헤라,33030,CC크림 SPF35 PA++,25,"['자연스러운', '촉촉한', '추천템']",1,0,"각질,건조함,피지과다",복합성,3,2017-05-20,"촉촉하고 자연스럽게 발ㄹㅕ요.
가볍게 바르기에 좋은데 특히 뭐 엠티나 오티때 야간에 술마신다고 모일 때 있잖아요(짲응). 밤늦은 시간이라 다들 클렌징했는데 그래도 민낯은 쫌 민망하다 싶을 때 눈썹 살짝그리고 씨씨크림 바르면 생얼인척 할 수 있어욬ㅋㅋㅋㅋ추천. 아 지속력은 유분뿜뿜이라 그런건지 그리 길진 않아요. 두세시간 정도? 겨울이면 네시간정도. #자연스러운 #촉촉한 #추천템"
헤라,33030,CC크림 SPF35 PA++,36,"['커버력좋은', '자연스러운', '촉촉한', '추천템']",0,0,"각질,주름,트러블",지성,4,2017-03-15,"즉각적인 뽀샤시 효과/ 잡티지우개효과/ 매끈결 보정효과/ 윤곽 다듬기 효과! 바르는 순간, 뽀얗고 화사하게 포토샵 하 듯 어려보이게 연출 할 수 있어서 좋았어요. 무엇보다 쫀쫀 하며, 커버력과 수분이 촉촉하니 더욱더 좋았답니다 말 그대로 내추럴~ ^_^
#커버력좋은 #자연스러운 #촉촉한 #추천템"
헤라,33030,CC크림 SPF35 PA++,31,['커버력좋은'],0,0,"주름,트러블,피지과다",복합성,4,2017-03-14,"일단 저는 중성과 지성사이이고 트러블이 잇어서
밀착력과 커버력 위주로 봅니다
cc크림은 커버력이 약하다고 생각하는데 커버력은 좋은편이에요.
컬러는 약간 핑크베이스이고 컬러는 딱 21호느낌.
헤라 베이스 자체가 다 밝은 편은 아닌듯
지속력도 괜찮은데 약간 다크닝이 있지만
저는 전체적으로 만족해여 
저는 개인적으로 옐로우베이스가 좋아서 
옐로우베이스엿다면 재구매의사잇음 #커버력좋은 "
헤라,33030,CC크림 SPF35 PA++,28,['비추템'],0,0,"모공,민감성,트러블",복합성,3,2017-03-10,"복합성 피부인 제가..가을 겨울에도 지난친 코팅막 형성으로 파우더로 마므리.해즈지 않으면.안되더라구요

그래서 저에겐 유수분밸런스가 굉장히 힘들었던 cc였어요 
안색도 그렇게 나아지질 않았구요. #비추템 "
헤라,33030,CC크림 SPF35 PA++, ,[],0,0, , ,3,2017-02-14,헤라 cc 크림은 잘 발리는 제형이구요 무엇보다 cc인 만큼 깨끗하고 피부에 얇게 한곂 얹은 듯한 무난하고 자연스러운 피부표현을 할 수 있습니다~
헤라,33030,CC크림 SPF35 PA++,28,"['자연스러운', '톤보정', '촉촉한']",1,0,건조함,건성,4,2016-12-20,이거 촉촉하구 바르면 피부가 자연스럽게 화사해져요! 평소에 메이크업 하기 귀찮을때 바르면 좋아요*.* 씨씨 치고 커버력도 나쁘지 않구요! #자연스러운 #톤보정 #촉촉한 
헤라,33030,CC크림 SPF35 PA++,24,"['자연스러운', '케미폭발', '촉촉한', '겨울추천템']",1,0,"모공,피부톤,민감성",복합성,5,2016-12-16,"가격 비싼만큼 퀄리티 진짜 보장되네요
커버력도 cc제품 중 좋은 편에 속하면서도 자연스럽고
기초 튼튼히 바르면 무거운 편도 아니고 민감성 피부인데 피부 트러블이 많이 안 나서 편하게 쓸 수 있어 좋았어요
#자연스러운 #케미폭발 #촉촉한 #겨울추천템"
헤라,33030,CC크림 SPF35 PA++,26,"['톤보정은', '씨씨지만괜찮아', '좋았어자연스러웠어']",0,0, ,복합성,3,2016-07-11,"(왜 이제는  cc만으로는 안될까요. 작년까지만 해도 괜찮았는데..) 이것만 바르기엔 좀 건조합니다. 저는 촉촉한 선크림이랑 같이 섞어서 바릅니다 #톤보정은 확실히 됩니다. cc의 세계에 입문하게한 아이템인데요(이게끝인건 안비밀)바른직후는 어두워보이지만 시간이 좀 지나면 자연스럽게 보입니다. 화장한듯 안한듯 괜찮습니다. 
#씨씨지만괜찮아 #좋았어자연스러웠어"
헤라,33030,CC크림 SPF35 PA++,24,"['인생템', '추천템', '커버력안좋은', '다크닝약간', '자연스러운']",1,0, , ,5,2016-07-01,제 최애제품이에요!! #인생템 #추천템 입니다 저는 피부에 잡티 몇개빼고는 여드름은 전혀없어서 씨씨 사용하는 편인데요 일단 #커버력안좋은 커버력은 정말 안좋아요...그냥 톤보정용으로 슈퍼갈때용같은 느낌이고 시간지나면 #다크닝약간 있습니다 대신 지속력은 좋은편이고 무엇보다 제 피부에 전혀 영향을 주지않았어요 감동ㅠㅅㅠ #자연스러운 메이크업에 써보세요!!
마몽드,49543,CC크림,26,[],1,0,"건조함,피부톤,민감성",복합성,3,2017-12-03,"원래 마몽드 기초 좋아하는데 비비 파데 말고 가볍게 커버+톤업되는 제품 찾다가
요거 사봤었어요!!
민감피부에도 무난무난하게 잘 맞고 촉촉하게톤업되서 잘썼던 제품이에요!"
마몽드,49543,CC크림,36,['발림성좋은'],0,0, ,복합성,4,2016-06-17,톤보정이 되는 씨씨크림이에요. 집앞에 잠깐 나갈 땐 요거 바르고 나가요. 크림처럼 잘 발리는 것도 좋아요. #발림성좋은 
